question,expanded_correct_options,expanded_incorrect_options
What state is the John Davis Lodge toll road found in?,"['connecticut', 'state encompassing historical toll routes', 'region known for extensive highway systems', 'area with significant modern infrastructure', 'state maintaining toll road revenue', 'location supporting regional travel efficiency']","['new jersey', 'eastern united states', 'good repair', 'arizona', 'state with outdated toll regulations', 'region lacking major thoroughfares', 'area with no toll road connections', 'state reliant on public transportation only', 'location with a history of road closures', 'region focused solely on rural pathways']"
"The man went to clown college, he had always want to run away with the what?","['circus', 'aerial performers', 'traveling theater troupe', 'street performers guild', 'comedic acting ensemble', 'variety show circuit']","['carnival', 'surprise', 'spoons', 'party', 'themed restaurant', 'amusement park', 'local talent show', ""children's birthday event"", 'fashion show', 'musical band']"
"Jamie wanted to reduce her waist size, but all of her efforts failed miserably. She continued to do what?","['gain weight', 'increase calorie intake', 'neglect exercise routines', 'consume high-sugar foods', 'skip meals regularly', 'focus on muscle gain']","['augment', 'dispare', 'make larger', 'expand', 'exercise excessively without diet change', 'reduce stress through meditation', 'eat balanced meals consistently', 'drink more water daily', 'follow a strict diet plan', 'participate in group fitness classes']"
James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,"['death', 'new correct option 1: experiencing irreversible brain damage', 'new correct option 2: losing control over his physical functions', 'new correct option 3: entering a state of helplessness and vulnerability', 'new correct option 4: facing the unknown of unconsciousness', 'new correct option 5: being unable to communicate his distress']","['coma', 'peace', 'forgetfulness', 'loss of life', 'plausible wrong option: slipping into a temporary sleep state', 'contextual wrong option: becoming a burden to others', 'mechanism failure option: losing the ability to dream vividly', 'obvious wrong option: missing an important event', 'plausible wrong option: fading into a tranquil oblivion', 'contextual wrong option: feeling a sense of euphoria']"
"If someone is aloof and self-important, what is their experience when meeting people?","['being bored', 'feeling disconnected from conversations', 'avoiding eye contact to maintain superiority', ""dismissing others' opinions as irrelevant"", ""overanalyzing others' reactions for validation"", 'pretending to listen while planning an exit']","['stress', 'nervousness', 'smile', 'making new friends', 'feeling overwhelmed by social dynamics', 'engaging in deep discussions about interests', 'finding common ground with strangers', 'actively seeking approval from others', 'enjoying the thrill of social interaction', 'feeling energized by meeting new people']"
"He was receiving workman's compensation, he had tripped over a metal rod while building where?","['construction site', 'factory', 'temporary scaffolding structure', 'roadway infrastructure project', 'outdoor sports facility', 'demolition zone']","['factory', 'engine', ""insides of skyscraper's walls"", 'shops', 'residential renovation project', 'commercial kitchen', 'urban landscaping site', 'subway tunnel construction', 'highway maintenance area', 'office building interior']"
John and James spent most of their time communicating with each other on their project.  The time required to communicate slowed their what?,"['progress', 'efficiency', 'overall productivity', 'collaborative momentum', 'decision-making speed', 'creative output']","['static', 'train of thought.', 'transfer of information', 'collaboration', 'project visibility', 'task delegation', 'information retention', 'individual accountability', 'team synergy', 'resource allocation']"
When you play around with your dog they will have?,"['fun', 'new correct option 1: increased energy from interaction', 'new correct option 2: enhanced bonding through playtime', 'new correct option 3: improved agility through physical activity', 'new correct option 4: heightened excitement from chasing toys', 'new correct option 5: greater responsiveness from positive reinforcement']","['alive', 'health', 'playing dead', 'black', 'plausible wrong option: temporary distraction from boredom', 'contextual wrong option: diminished interest in other activities', 'mechanism failure option: increased anxiety from overstimulation', 'obvious wrong option: immediate fatigue from excessive exercise', 'plausible wrong option: false sense of security from familiar surroundings', 'contextual wrong option: reduced attention span during play']"
Where would a person keep a book while it's being read?,"['desk', 'newspaper stand', 'on a coffee table for easy access', 'in a designated reading nook for comfort', 'stacked beside other current reads for organization', 'within a book holder to prevent damage']","['closet', 'library of congress', 'classroom', 'in bed', 'on a shelf meant for decorative items', 'inside a backpack not being used', 'in a filing cabinet for safe keeping', 'underneath a couch cushion for concealment', 'on a windowsill exposed to sunlight', 'in a drawer filled with unrelated materials']"
"The student needed to get some new pencils, where did he go?","['store', 'supply shop', 'art supply boutique', 'local craft store', 'online retailer', 'school supply event']","['classroom', 'backpack', 'cabinet', 'teacher', 'home office', ""friends' locker"", 'library desk', 'gym storage', 'lost and found', 'computer lab']"
"She loved buying products, she was driven by her what to shop more than any practical needs?","['desire', 'impulse', 'need for validation', 'emotional fulfillment', 'sense of identity', 'escapism through consumption']","['money', 'time', 'credit', 'spending money', 'temporary satisfaction', 'social obligation', 'economic freedom', 'personal convenience', 'limited resources', 'brand loyalty']"
How does getting paid feel?,"['satisfaction', 'new found freedom', 'increased motivation to work harder', 'sense of accomplishment from financial independence', 'relief from financial stressors', 'validation of personal effort and skill']","['income tax', 'sorrow', 'ocean', 'bill collectors to happy', 'temporary excitement without lasting change', 'anxiety about future financial obligations', 'disappointment from unmet spending expectations', 'confusion over fluctuating income sources', 'pressure to maintain a certain lifestyle', 'indifference to monetary gain']"
"The fat man refused to accept what was possible, he complained that he what the simplest activities?","['cant do', 'struggles to perform', 'finds difficult to manage', 'is unable to execute', 'has trouble accomplishing', 'fails to engage with']","['no go', 'unlikely', 'unable', 'impossibility', 'is resistant to try', 'is dismissive of effort', 'avoids undertaking tasks', 'lacks the desire to attempt', 'is hesitant to initiate', 'has no interest in participating']"
